Geo Point;Geo Shape;code_insee;commune;pole;existant;hierarchisation;type_reseau;type_amenagement;longueur_m;annee_creation;annee_refection;num_rev
43.61681439116369, 1.46392871334618;"{""coordinates"": [[[1.46377712168078, 43.61704347922492], [1.464059704509891, 43.61661775153458], [1.464070830856987, 43.61658084960508]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;2;RC;voie verte;57;2006;0;
43.592905284280356, 1.4788165940029536;"{""coordinates"": [[[1.478596991855141, 43.59407801651972], [1.478759305230127, 43.59366473589136], [1.47893648796148, 43.59170896486424]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;2;RC;bande cyclable;266;1995;0;
43.56726004941978, 1.4747039561150095;"{""coordinates"": [[[1.478412385839442, 43.56496603840645], [1.477983323851643, 43.56529192130298], [1.477888434327484, 43.56534733219352], [1.477740021746042, 43.56542470397463], [1.477576240507825, 43.56549280760323], [1.475293438331378, 43.56641462564102], [1.47518574205577, 43.5664834661522], [1.475001335692219, 43.566503696407814], [1.474825820849231, 43.56654217641226], [1.474709175612708, 43.56659503249257], [1.474530887564448, 43.566744532747656], [1.473875687801821, 43.56701919015872], [1.473500354363673, 43.5671955504677], [1.473259348565593, 43.56736008587762], [1.473068194879818, 43.56752527972548], [1.472904846870339, 43.56769990805117], [1.472768605408167, 43.56791342300657], [1.472677496327357, 43.56806633972706], [1.472599941840117, 43.56830102980322], [1.472561410841589, 43.56859516373063], [1.472568264866686, 43.56881963751697], [1.472625086924339, 43.56904023831378], [1.4727968082447, 43.56940288014462], [1.473023104354244, 43.56970278146827], [1.473466624730193, 43.57016647429038], [1.473567477652804, 43.570371790424815], [1.473658755061656, 43.57046138914815]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;3;RC;voie verte;880;1998;2015;
43.57386486638004, 1.4584899950156278;"{""coordinates"": [[[1.455868630542828, 43.57543312035787], [1.456240626956335, 43.57509257140163], [1.456564945964829, 43.57480841827836], [1.457325937061219, 43.57447467316502], [1.458315830787358, 43.574059441473146], [1.461148066304029, 43.57231688395357]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;3;RC;bande cyclable;552;1998;0;
43.60059790708547, 1.4645510433513669;"{""coordinates"": [[[1.463946934577426, 43.600603944658495], [1.464631936971369, 43.60059029866955], [1.465155049357129, 43.60060757176777]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;1;RC;couloir bus;97;1998;2019;REV 10 Est
43.573128470553, 1.4844575328772485;"{""coordinates"": [[[1.481818556919049, 43.57475012978964], [1.487096508835449, 43.57150681131636]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;3;RC;bande cyclable;558;1995;0;
43.58801012466603, 1.4594407236490143;"{""coordinates"": [[[1.458672097158674, 43.58834491145874], [1.459590183158562, 43.58796127721124], [1.459899564462423, 43.58781134679417], [1.460180884426513, 43.58762146183698]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;2;RC;bande cyclable;146;1995;0;
43.58934657280915, 1.3846494616106964;"{""coordinates"": [[[1.383933596329913, 43.59044658576164], [1.38536532689148, 43.58824655985666]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;3;RC;contre allee;270;1997;0;
43.5882642947655, 1.3774875896677623;"{""coordinates"": [[[1.378107441521978, 43.58880884841546], [1.378030904634859, 43.5887116937885], [1.3776914502596, 43.58845052414225], [1.377047056116969, 43.58796915800713], [1.377195925303425, 43.58785782928934], [1.377050776957197, 43.5877373859279]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;3;RC;voie verte;162;1997;0;
43.56740912219502, 1.4040859637190592;"{""coordinates"": [[[1.408011144140634, 43.56865190005298], [1.407846913289594, 43.56825128355291], [1.407791155593676, 43.56818880089607], [1.407504165013795, 43.567867179733675], [1.40720106835048, 43.5676101810057], [1.406983488381094, 43.56754500210536], [1.401608755860165, 43.56743070861751], [1.400706411107228, 43.56672216590749], [1.40030020036632, 43.565907022535754]]], ""type"": ""MultiLineString""}";31555;Toulouse;Sud;oui;3;RC;bande cyclable;791;1998;0;
43.585355878315994, 1.4227273988479647;"{""coordinates"": [[[1.423278427320461, 43.58860341309192], [1.423176559282451, 43.58850460776576], [1.42326364107432, 43.58844364128769], [1.423276928914026, 43.588406768538796], [1.423273778655817, 43.5883373977574], [1.423238607959151, 43.588112827305736], [1.423212634905781, 43.58802368183102], [1.423186366340957, 43.58786925019973], [1.423126512233573, 43.58752721386653], [1.422998237173053, 43.58680712048908], [1.422705787216461, 43.58507807246717], [1.422428026714965, 43.583495791998494], [1.422312753257419, 43.58294799935704], [1.421918513040178, 43.58208951197584]]], ""type"": ""MultiLineString""}";31555;Toulouse;Sud;oui;2;RC;voie verte;740;1998;0;
43.578223278439516, 1.409661351042109;"{""coordinates"": [[[1.407051912979614, 43.57629523610614], [1.407703499720788, 43.576949920989556], [1.408434030549132, 43.57764258519267], [1.408519515584887, 43.57767328011638], [1.408623760831856, 43.577665491985535], [1.408807743286911, 43.57771414749312], [1.408838221193164, 43.577810499701854], [1.408887231351242, 43.57787758969556], [1.409824429771224, 43.57833325831722], [1.410712839793004, 43.57881223245871], [1.410923037266679, 43.578925814592516], [1.411086688432523, 43.57897603046628], [1.410980185762985, 43.57907050003505], [1.411405473567258, 43.57928774817894], [1.411856815348381, 43.57959608352663], [1.412297409213443, 43.58001029165631]]], ""type"": ""MultiLineString""}";31555;Toulouse;Sud;oui;3;RC;piste cyclable;617;1980;0;
43.58740378987471, 1.4088236076247909;"{""coordinates"": [[[1.41050388403022, 43.587998012260314], [1.407143331219362, 43.58680956748912]]], ""type"": ""MultiLineString""}";31555;Toulouse;Sud;oui;1;RC;bande cyclable;301;2020;0;REV 5 Sud
43.58275488229533, 1.39743474129543;"{""coordinates"": [[[1.395812112543537, 43.58123028326031], [1.396493997715107, 43.58173361534228], [1.396733505301258, 43.5819797078413], [1.39772083673309, 43.58317246007987], [1.398147384640967, 43.58352701226109], [1.398450994235967, 43.583752815554], [1.398773440247244, 43.58393998459556], [1.398918560901136, 43.584059440314554], [1.398970696210693, 43.584135592856], [1.398932558181575, 43.584213773329516], [1.398872723474361, 43.58425885884064]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;1;RC;bande cyclable;430;1997;0;REV 5 Sud
43.576364626993055, 1.388183340728602;"{""coordinates"": [[[1.385866089069461, 43.574686096782024], [1.387115204286218, 43.57551385421856], [1.388853827165023, 43.576909781994964], [1.389745130282769, 43.57754549312013], [1.390505691543807, 43.57803625523472]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;1;RC;voie verte;528;2001;0;REV 5 Sud
43.58984477021712, 1.4517902679436498;"{""coordinates"": [[[1.450983060617138, 43.58866164268425], [1.451020793569681, 43.58872968254179], [1.451766145830685, 43.58981542277758], [1.452608558782092, 43.59102067444362]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;3;RC;bande cyclable;293;1996;0;
43.565522113880846, 1.4719650646355271;"{""coordinates"": [[[1.471711918290735, 43.56558599765463], [1.471847501123448, 43.56551107989974], [1.471902508813557, 43.56552091440391], [1.471984058717798, 43.56553030955605], [1.472057894388625, 43.56552243320721], [1.472148931979361, 43.5655054254119], [1.47218935331059, 43.56547971436963], [1.472209641350322, 43.565448173550195]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;3;RC;voie verte;47;2000;0;
43.57617243399742, 1.451120005643045;"{""coordinates"": [[[1.451843868527533, 43.57434599435139], [1.450396142758558, 43.57799887364345]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;1;RC;bande cyclable;423;2000;0;REV 1 Sud
43.63416968599668, 1.4272423549311382;"{""coordinates"": [[[1.428540455815161, 43.63470129913974], [1.427932279207028, 43.63460559461044], [1.427942084039446, 43.634268372777406], [1.425916592272557, 43.63375287862328], [1.42578151837922, 43.633780740444905]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;2;RC;voie verte;272;1996;0;
43.601344688431695, 1.3766129362593138;"{""coordinates"": [[[1.37275931318956, 43.59976047147639], [1.3761361598951, 43.599007184947624], [1.377108760981502, 43.599178192837684], [1.377371625348506, 43.59925641690351], [1.37741729189734, 43.59936057773562], [1.377437423610374, 43.599567896222155], [1.37738318759075, 43.59967893507474], [1.377324092769498, 43.59975885066945], [1.376976129306915, 43.59998791663975], [1.376855943381849, 43.6003299101059], [1.376704085386545, 43.60057622300804], [1.376627955130445, 43.60065382662231], [1.376524939486651, 43.60067101491481], [1.375993119767017, 43.600528969185504], [1.375832536029485, 43.60056812072009], [1.375644514004504, 43.600675208204976], [1.375055650810515, 43.601070651942614], [1.374964009835649, 43.6011956578487], [1.374967540658816, 43.60138411177471], [1.374986579552988, 43.601525164102], [1.375113285864219, 43.6016884339595], [1.375284835275967, 43.601879249649365], [1.375521028827661, 43.60199643832849], [1.375776031883581, 43.60204971203542], [1.376034697120057, 43.602071979822284], [1.376306339409273, 43.602034388092164], [1.376699572937382, 43.60203163077048], [1.378014709473964, 43.60207286552716], [1.378260487311158, 43.602258506493605], [1.378241792498225, 43.602962170289594], [1.377990026805734, 43.6034306812284], [1.37795033260063, 43.60348716396568], [1.37794215221531, 43.60357449571092], [1.378088260558679, 43.60370877980537], [1.378230971244879, 43.60379844653509], [1.378500422689537, 43.603951289775395], [1.379088187223898, 43.60413344684474], [1.379190163223195, 43.60447752556301], [1.379475086422355, 43.6049059457468], [1.379633147293937, 43.605177308557245], [1.379819723279763, 43.605447000208166]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;4;RV;reseau vert;1491;2000;0;
43.595573531954635, 1.4157816297857913;"{""coordinates"": [[[1.415914591166524, 43.595926876982624], [1.415648668405059, 43.595220186926646]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;3;RC;piste cyclable;81;2003;0;
43.598702913593975, 1.416840963962708;"{""coordinates"": [[[1.417185390099994, 43.59906827083764], [1.416930261909228, 43.59881168995317], [1.416597541829461, 43.59843715806942], [1.416523910224582, 43.598315455656774]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;3;RC;piste cyclable;99;2006;0;
43.63788573553253, 1.4419426306425893;"{""coordinates"": [[[1.441825230639098, 43.63737100886734], [1.441927981973946, 43.63816467510781], [1.442268034564252, 43.63816168284553]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;voie verte;116;2003;0;
43.64203716364027, 1.4448283181998303;"{""coordinates"": [[[1.444468718578841, 43.642084731543356], [1.444724875351619, 43.64205728592102], [1.444865798179569, 43.64200846398246], [1.44501016148303, 43.64200702361438], [1.445188958509846, 43.64202464272533]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;voie verte;60;2005;0;
43.64025439020548, 1.462342418537372;"{""coordinates"": [[[1.462811044200779, 43.6397345470051], [1.462875920614747, 43.63993089546875], [1.461955466556224, 43.640156540497635], [1.462313763045212, 43.64086606273569], [1.462244501302126, 43.640969601565274]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;voie verte;197;2005;0;
43.636228891504395, 1.4655419397468283;"{""coordinates"": [[[1.465350672167925, 43.636034884252595], [1.465733207325731, 43.636422898756194]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;voie verte;53;2003;0;
43.63563529962012, 1.4612034348776397;"{""coordinates"": [[[1.460636190864411, 43.6361309886343], [1.461770678890868, 43.63513961060593]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;voie verte;143;1980;0;
43.628639201881754, 1.4486074837239282;"{""coordinates"": [[[1.449345024617316, 43.629244694758356], [1.448993473798157, 43.62891949627761], [1.448675644930265, 43.62860565976358], [1.44841838410386, 43.62843367699841], [1.447777388088592, 43.62817765481328]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;1;RC;piste cyclable;176;1999;0;REV 5 Nord
43.6334849326486, 1.440691214900395;"{""coordinates"": [[[1.440374516374758, 43.63408986534071], [1.440523070346095, 43.63377489006119], [1.440650724620173, 43.63351476801857], [1.440946568418988, 43.63302664626688], [1.441093554320982, 43.632958121967675]]], ""type"": ""MultiLineString""}";31555;Toulouse;Nord;oui;3;RC;voie verte;141;2002;0;
43.628803118234245, 1.4752419294640107;"{""coordinates"": [[[1.474008947823571, 43.62867878874343], [1.47647491110445, 43.62892744772507]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;3;RC;piste cyclable;200;1982;0;
43.62681021161418, 1.4687035006309042;"{""coordinates"": [[[1.470136013734577, 43.627721057608966], [1.469611649924755, 43.627389605395926], [1.469063890808226, 43.62703901550873], [1.468482825130485, 43.626684017206635], [1.468275536992421, 43.6265465119215], [1.46808495100011, 43.62639485995307], [1.467681825968126, 43.6261249540575], [1.467528744312166, 43.626082793498874], [1.467373960237105, 43.625972736944924], [1.467253183869102, 43.62597460378741]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;3;RC;voie verte;306;2004;0;
43.62035357352742, 1.4695815666246856;"{""coordinates"": [[[1.469263641878649, 43.620653448798976], [1.46978057520281, 43.62018178582311], [1.469813236754756, 43.620126040455816], [1.469840029056108, 43.620016254340385]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;3;RC;couloir bus;86;2003;0;
43.61683775991942, 1.4587070509064135;"{""coordinates"": [[[1.457866068460276, 43.6163430527278], [1.458562844046118, 43.616859363601385], [1.458617166691554, 43.616884338163175], [1.45962448381903, 43.61717829369808]]], ""type"": ""MultiLineString""}";31555;Toulouse;Centre;oui;3;RC;double sens cyclable;173;2002;0;
43.56367228297289, 1.4140136291584575;"{""coordinates"": [[[1.414129609022523, 43.56425606778856], [1.41421324714224, 43.56414794321247], [1.414264698703193, 43.564018742927], [1.414269452402516, 43.56396296004863], [1.41426206436343, 43.5638512559832], [1.414120928198756, 43.563638172931284], [1.414048252294918, 43.56354202012767], [1.413973849345379, 43.563473292299705], [1.413890080231184, 43.56342151903261], [1.41372851529404, 43.56335207853247], [1.413547296921283, 43.56329099411763], [1.413484314634142, 43.56326877148425]]], ""type"": ""MultiLineString""}";31555;Toulouse;Sud;oui;3;RC;voie verte;141;2005;0;
43.572310405591075, 1.4641045795015792;"{""coordinates"": [[[1.462423503264712, 43.571519677854496], [1.462876159108842, 43.57188932323893], [1.463267782940686, 43.57198222737001], [1.464044458550498, 43.572262595574735], [1.465365489254584, 43.57278273343746], [1.465475343059291, 43.572923605649876], [1.465648813485203, 43.57307442765824], [1.465777853270518, 43.57310567459555]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;3;RC;voie verte;330;2005;0;
43.57182925182505, 1.4968236592603805;"{""coordinates"": [[[1.496098986338468, 43.57212462469781], [1.497548332182293, 43.57153387895229]]], ""type"": ""MultiLineString""}";31555;Toulouse;Est;oui;1;RC;couloir bus;134;2002;0;REV 11 Est
43.59273642169554, 1.3889758814415698;"{""coordinates"": [[[1.39123077521079, 43.593580796951706], [1.38672098767235, 43.591892046439376]]], ""type"": ""MultiLineString""}";31555;Toulouse;Ouest;oui;1;RC;bande cyclable;409;2003;2018;REV 8 Ouest
43.66461779858934, 1.4932197042355884;"{""coordinates"": [[[1.493332318324173, 43.66448032106057], [1.493107090147004, 43.66475527611811]]], ""type"": ""MultiLineString""}";31488;Saint-Jean;Nord;oui;3;RC;voie verte;36;0;0;
